typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.40049672
1,1334,18,0.013493253373313344,0.40068612
2,345,29,0.08405797101449275,0.4361343
3,1870,1,0.0005347593582887701,0.40593648
4,394,37,0.09390862944162437,0.42030624
5,656,0,0.0,0.39366674
6,529,0,0.0,0.4118006
7,338,0,0.0,0.38360217
8,382,0,0.0,0.3618191
9,364,0,0.0,0.4017239
10,506,0,0.0,0.43033713
11,54,0,0.0,0.33279228
12,945,15,0.015873015873015872,0.41486135
13,250,0,0.0,0.37507337
14,383,0,0.0,0.36861914
15,354,0,0.0,0.42042944
16,237,0,0.0,0.43333852
