typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.3565874
1,1334,4,0.0029985007496251873,0.30281594
2,345,11,0.03188405797101449,0.37226346
3,1870,0,0.0,0.35234702
4,394,4,0.01015228426395939,0.37544402
5,656,0,0.0,0.34641197
6,529,2,0.003780718336483932,0.37004328
7,338,0,0.0,0.33751553
8,382,1,0.002617801047120419,0.33779445
9,364,1,0.0027472527472527475,0.36799207
10,506,0,0.0,0.36832103
11,54,2,0.037037037037037035,0.33269787
12,945,3,0.0031746031746031746,0.36954224
13,250,0,0.0,0.35238722
14,383,0,0.0,0.34653088
15,354,0,0.0,0.3629865
16,237,0,0.0,0.36891448
