typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.35491604
1,1334,3,0.0022488755622188904,0.303464
2,345,88,0.25507246376811593,0.38294107
3,1870,0,0.0,0.35349858
4,394,70,0.17766497461928935,0.38638514
5,656,0,0.0,0.34875607
6,529,0,0.0,0.36560297
7,338,0,0.0,0.34244838
8,382,3,0.007853403141361256,0.3384347
9,364,0,0.0,0.36436883
10,506,0,0.0,0.36720312
11,54,2,0.037037037037037035,0.32195777
12,945,2,0.0021164021164021165,0.36867955
13,250,0,0.0,0.3417769
14,383,0,0.0,0.34249523
15,354,0,0.0,0.3674886
16,237,0,0.0,0.37718216
