window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.0009333876215393338,1.4475522538800718,0.004,5,5,305,500381,0.0006095355339231505
2,0.0018595175000487823,2.359167456409045,0.008,5,5,417,507481,0.0008217056402111606
3,0.002363771488908934,2.9295291966399453,0.008,5,5,423,491200,0.000861156351791531
4,0.0012206486116507083,1.5537326101864426,0.004,5,5,408,499624,0.0008166140937985365
5,0.0009974631562164158,1.067690195019365,0.0,5,5,458,497297,0.0009209788114547242
6,0.0007751573475856801,0.9742730188634022,0.0,5,5,403,505941,0.0007965355644235198
7,0.0017222066732900051,1.5030634261232367,0.008,5,5,633,547175,0.001156851098825787
8,0.0009853419704022733,1.123468287711904,0.0,5,5,467,526658,0.0008867234524112422
9,0.001438974482709054,1.300234159118601,0.0,5,5,560,495331,0.0011305571425975762
10,0.0011657435605395253,1.2236090104665496,0.0,5,5,482,505191,0.000954094589966963
11,0.0034243304892452543,2.892290592709596,0.024,5,5,632,515285,0.001226505720135459
12,0.0016243694419057076,1.3396621645801718,0.004,5,5,616,498199,0.0012364537062499123
13,0.0014535100865301605,1.7278706928876602,0.004,5,5,455,506041,0.0008991366312215809
14,0.0022962686737248517,1.6301226149455992,0.008,5,5,713,500440,0.0014247462233234753
15,0.002522568045732141,2.2484696490430345,0.012,5,5,572,514302,0.0011121870029671282
16,0.002776080670790771,1.9609985114464479,0.0,5,5,686,500679,0.0013701393507616656
17,0.0025124313321547324,2.3249561167906827,0.012,5,5,527,491894,0.0010713690347920488
18,0.013118874974158654,8.763711688274412,0.032,5,5,669,413461,0.0016180486188540153
