typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.35990644
1,1334,4,0.0029985007496251873,0.30561218
2,345,15,0.043478260869565216,0.37364745
3,1870,0,0.0,0.35390747
4,394,13,0.03299492385786802,0.37379292
5,656,0,0.0,0.34773862
6,529,2,0.003780718336483932,0.3709406
7,338,0,0.0,0.33778247
8,382,1,0.002617801047120419,0.33936435
9,364,2,0.005494505494505495,0.3667023
10,506,0,0.0,0.3663412
11,54,2,0.037037037037037035,0.32609954
12,945,2,0.0021164021164021165,0.3710548
13,250,0,0.0,0.35080007
14,383,0,0.0,0.34473884
15,354,0,0.0,0.36314306
16,237,2,0.008438818565400843,0.3668717
