typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.35983714
1,1334,4,0.0029985007496251873,0.30589736
2,345,16,0.0463768115942029,0.37191296
3,1870,0,0.0,0.35396418
4,394,14,0.03553299492385787,0.3735118
5,656,0,0.0,0.34755963
6,529,2,0.003780718336483932,0.37093627
7,338,0,0.0,0.3376379
8,382,1,0.002617801047120419,0.33989802
9,364,2,0.005494505494505495,0.36652252
10,506,0,0.0,0.36636582
11,54,2,0.037037037037037035,0.32630935
12,945,4,0.004232804232804233,0.3712332
13,250,1,0.004,0.35135248
14,383,0,0.0,0.34478503
15,354,1,0.002824858757062147,0.3636544
16,237,0,0.0,0.36713243
