typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.3455435
1,1334,3,0.0022488755622188904,0.30435786
2,345,2,0.005797101449275362,0.30491215
3,1870,1,0.0005347593582887701,0.34313455
4,394,3,0.007614213197969543,0.3179846
5,656,0,0.0,0.33595064
6,529,0,0.0,0.36378446
7,338,0,0.0,0.3195405
8,382,0,0.0,0.32422706
9,364,0,0.0,0.35959092
10,506,0,0.0,0.35857666
11,54,3,0.05555555555555555,0.33396304
12,945,1,0.0010582010582010583,0.3523294
13,250,1,0.004,0.35004756
14,383,0,0.0,0.33595595
15,354,1,0.002824858757062147,0.34823295
16,237,0,0.0,0.3492822
