typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.36011192
1,1334,4,0.0029985007496251873,0.3057641
2,345,11,0.03188405797101449,0.373588
3,1870,0,0.0,0.35422745
4,394,9,0.02284263959390863,0.37391582
5,656,0,0.0,0.34785804
6,529,2,0.003780718336483932,0.37111548
7,338,0,0.0,0.3378445
8,382,1,0.002617801047120419,0.33967564
9,364,1,0.0027472527472527475,0.3667648
10,506,0,0.0,0.36668003
11,54,2,0.037037037037037035,0.3268682
12,945,3,0.0031746031746031746,0.3712484
13,250,0,0.0,0.35150346
14,383,0,0.0,0.34482935
15,354,0,0.0,0.3633947
16,237,2,0.008438818565400843,0.36692408
