window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.0009333876215393338,1.4475522538800718,0.004,5,5,305,500381,0.0006095355339231505
2,0.0018595175000487823,2.359167456409045,0.008,5,5,417,507481,0.0008217056402111606
3,0.002363771488908934,2.9295291966399453,0.008,5,5,423,491200,0.000861156351791531
4,0.0008503402532044488,1.0694606420193264,0.0,5,5,408,499624,0.0008166140937985365
5,0.004601971154100158,5.221201967005082,0.012,5,5,458,497297,0.0009209788114547242
6,0.000790889367552786,0.9983020747208876,0.0,5,5,403,505941,0.0007965355644235198
7,0.0016132316728200396,1.3888662616823244,0.004,5,5,633,547175,0.001156851098825787
8,0.0010256258482474203,1.1866580471763108,0.0,5,5,467,526658,0.0008867234524112422
9,0.0015285836133923662,1.347898962403135,0.008,5,5,560,495331,0.0011305571425975762
10,0.0011146087474955622,1.1544687854787576,0.0,5,5,482,505191,0.000954094589966963
11,0.004150978911139902,3.4059296955921754,0.016,5,5,632,515285,0.001226505720135459
12,0.006290996421867557,4.683917117129221,0.036,5,5,616,498199,0.0012364537062499123
13,0.0021827870179918995,2.604684741396654,0.016,5,5,455,506041,0.0008991366312215809
14,0.0052992784619594595,3.7711834204775116,0.024,5,5,713,500440,0.0014247462233234753
15,0.011121685609550555,10.4815155244121,0.048,5,5,572,514302,0.0011121870029671282
16,0.007311591394541064,5.989330496970352,0.024,5,5,686,500679,0.0013701393507616656
17,0.008616105570140776,8.349111686953808,0.02,5,5,527,491894,0.0010713690347920488
18,0.020365708757926145,15.475825838568014,0.052000000000000005,5,5,669,413461,0.0016180486188540153
