typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.3589314
1,1334,4,0.0029985007496251873,0.30431396
2,345,10,0.028985507246376812,0.37360662
3,1870,0,0.0,0.35379094
4,394,5,0.012690355329949238,0.37217116
5,656,0,0.0,0.34783533
6,529,1,0.001890359168241966,0.37102497
7,338,0,0.0,0.3379399
8,382,1,0.002617801047120419,0.33822855
9,364,1,0.0027472527472527475,0.36648023
10,506,0,0.0,0.3670541
11,54,2,0.037037037037037035,0.32803953
12,945,3,0.0031746031746031746,0.37055415
13,250,1,0.004,0.34934503
14,383,0,0.0,0.3446376
15,354,0,0.0,0.3622487
16,237,0,0.0,0.36736968
