window,client,auprc,ap_lift,p_at_budget,positives,transactions,prevalence
0,0,0.0002536164714658722,0.6956345928860318,0.0,86,235886,0.0003645828917358385
0,1,0.00030987673463913983,0.8367437413071765,0.0,85,229521,0.0003703364833718919
0,2,0.00034522461984060564,1.8791549768390383,0.0,39,212288,0.00018371269219173952
0,3,0.00013516342877887956,0.6268534728648403,0.0,47,217974,0.00021562204666611615
0,4,0.007891023672181781,26.617272648818457,0.02,65,219252,0.0002964625180157992
1,0,0.0004471201418755899,0.766234857566797,0.0,97,166230,0.0005835288455754076
1,1,0.00044606940122079763,0.6219772608811677,0.0,114,158956,0.0007171795968695739
1,2,0.0003726996404322243,0.9701652923198294,0.0,53,137963,0.0003841609706950414
1,3,0.0003096339192740855,0.5729299316291145,0.0,78,144327,0.0005404394188197635
1,4,0.00042729905313211743,0.9515367232725257,0.0,66,146973,0.0004490620726255843
2,0,0.001551850255812634,0.7766167133464074,0.0,92,46041,0.0019982189787363437
2,1,0.002790178820522032,1.2759340894730384,0.02,95,43443,0.0021867734732868354
2,2,0.001315179801787648,1.0633648435687748,0.0,47,38001,0.00123680955764322
2,3,0.0011384269200376048,0.5629731939385964,0.0,81,40056,0.002022168963451168
2,4,0.0019238926292961121,1.0085500821550843,0.0,76,39841,0.0019075826409979668
3,0,0.0019387648710323673,1.2393554438074408,0.0,72,46026,0.001564333202972233
3,1,0.0017390158136431685,0.8040543116229721,0.0,94,43462,0.0021628088905250565
3,2,0.0035494382203212,2.1066470437328246,0.0,64,37985,0.0016848756087929446
3,3,0.0023511970554564126,0.9911656808096675,0.02,95,40048,0.002372153415900919
3,4,0.002980382669942456,1.4505377070089447,0.0,82,39909,0.00205467438422411
4,0,0.0014248783319941538,1.3505072487897156,0.0,113,107102,0.001055068999645198
4,1,0.0010210837155571486,0.9275542705758916,0.0,112,101741,0.0011008344718451755
4,2,0.0016834088171699762,1.9979332807671666,0.0,74,87826,0.0008425750916585066
4,3,0.0010051853498623722,0.9465153478091806,0.0,98,92280,0.0010619852622453403
4,4,0.0007085863134809038,0.8972330562091103,0.0,74,93701,0.0007897461072987481
5,0,0.005178500381148461,4.618143485738354,0.02,120,107015,0.0011213381301686679
5,1,0.005830107544985284,4.821498939702829,0.02,123,101721,0.0012091898428053204
5,2,0.011255194832148803,10.96893771025115,0.04,90,87711,0.0010260970687827069
5,3,0.003594698758043607,3.4455187595847976,0.0,96,92016,0.0010432968179447052
5,4,0.007012915567629667,6.43716895034211,0.04,102,93626,0.0010894409672526863
6,0,0.005462717834844718,5.474204858329205,0.0,107,107225,0.0009979016087666122
6,1,0.00865499448516224,7.290724156108525,0.04,121,101927,0.0011871241182414866
6,2,0.005880041626636887,6.451361171184994,0.0,80,87773,0.0009114420151982956
6,3,0.008029588178392125,6.98157541944821,0.0,106,92165,0.0011501112135843324
6,4,0.005842938167381831,6.593438936086141,0.0,83,93661,0.0008861746084282679
7,0,0.009559472798090852,8.469297879571382,0.02,121,107201,0.0011287208141715097
7,1,0.011499981515792602,10.547555118723402,0.02,111,101807,0.0010902983095464947
7,2,0.011808113478247053,12.63784945216973,0.0,82,87762,0.0009343451607757344
7,3,0.01319440247723612,11.928515980743642,0.02,102,92214,0.0011061227145552736
7,4,0.02202341417443237,16.793121886226324,0.02,123,93789,0.0013114544349550586
8,0,0.005288609515286716,5.5861326873562644,0.02,136,143651,0.000946738971535179
8,1,0.003209683047308724,3.5011273627393518,0.02,126,137441,0.0009167570084618127
8,2,0.0020313662629006775,3.3919020308987244,0.0,72,120223,0.0005988870681982648
8,3,0.0057600851738418965,8.819182115739954,0.04,82,125549,0.0006531314466861544
8,4,0.003555001857564514,4.628866347253109,0.02,98,127603,0.0007680070217784849
9,0,0.017732535149767924,8.713277298219475,0.02,94,46189,0.0020351165862001774
9,1,0.023178787170068035,10.004974311547388,0.04,101,43596,0.0023167263051656114
9,2,0.018331302474464076,8.863300767305118,0.0,79,38197,0.0020682252532921433
9,3,0.02103515720824026,12.259533506843098,0.02,69,40214,0.0017158203610682847
9,4,0.01642791255513062,6.658946494190269,0.0,99,40129,0.002467043783797254
