typ,positives,captured,capture_rate,mean_score
0,260,0,0.0,0.3447952
1,229,0,0.0,0.32603204
2,421,0,0.0,0.3246518
3,444,0,0.0,0.31876168
4,207,2,0.00966183574879227,0.33826107
5,137,0,0.0,0.31864402
6,216,0,0.0,0.36526367
7,397,2,0.005037783375314861,0.32746598
8,2211,17,0.007688828584350972,0.36252746
