window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.01838927110368571,21.505819681932785,0.032,5,5,354,500430,0.0007073916431868593
2,0.0013129080190459072,1.2642636732278851,0.004,5,5,527,507591,0.0010382374785998963
3,0.0016406558372331673,1.9700469727166088,0.004,5,5,505,491282,0.001027922863039965
4,0.006732582880336566,9.391155449072183,0.008,5,5,459,499675,0.0009185970881072697
5,0.0014385835996037922,1.34114056242767,0.008,5,5,545,497384,0.0010957328743988548
6,0.0008914557182954534,1.0136337179179873,0.0,5,5,447,505985,0.0008834253979861063
7,0.0014024501741970422,1.1613651482985734,0.0,5,5,663,547205,0.0012116117360038742
8,0.0014237739213201093,1.4808474068909196,0.004,5,5,515,526706,0.0009777750775574988
9,0.0019439991018231806,1.7229382474746497,0.0,5,5,549,495320,0.0011083743842364533
10,0.0018859923674080584,2.1374529689191855,0.0,5,5,433,505142,0.0008571847124174985
11,0.002006826883504284,1.7310211688379158,0.0,5,5,596,515249,0.001156722283789003
12,0.003583500457426829,3.2185422143932536,0.012,5,5,541,498124,0.0010860749532244983
13,0.0018675909999375192,2.425534208120923,0.0,5,5,384,505970,0.0007589382769729431
14,0.011856077857438396,10.305746495733917,0.036,5,5,639,500366,0.0012770651882821774
15,0.003413728150332384,3.50979360362975,0.008,5,5,496,514226,0.0009645564401644413
16,0.02817082389181271,22.745603348494726,0.076,5,5,620,500613,0.0012384816215320017
17,0.003681765758251046,4.106768271058125,0.008,5,5,450,491817,0.0009149744722122253
18,0.015760487743976617,10.722805587709347,0.048,5,5,604,413396,0.0014610688056972008
