typ,positives,captured,capture_rate,mean_score
0,932,2,0.002145922746781116,0.37486354
1,1334,16,0.01199400299850075,0.37133357
2,345,27,0.0782608695652174,0.3740388
3,1870,0,0.0,0.36346388
4,394,10,0.025380710659898477,0.38188517
5,656,0,0.0,0.34863043
6,529,0,0.0,0.3620898
7,338,1,0.0029585798816568047,0.34794465
8,382,0,0.0,0.34571612
9,364,0,0.0,0.36562163
10,506,0,0.0,0.36347127
11,54,1,0.018518518518518517,0.32902533
12,945,6,0.006349206349206349,0.37579498
13,250,2,0.008,0.34640396
14,383,0,0.0,0.34602222
15,354,0,0.0,0.36737555
16,237,0,0.0,0.37523878
