typ,positives,captured,capture_rate,mean_score
0,932,3,0.003218884120171674,0.37551114
1,1334,24,0.017991004497751123,0.3711224
2,345,24,0.06956521739130435,0.37253618
3,1870,0,0.0,0.36388206
4,394,6,0.015228426395939087,0.37975374
5,656,0,0.0,0.34847662
6,529,0,0.0,0.3625854
7,338,1,0.0029585798816568047,0.34794834
8,382,0,0.0,0.34559044
9,364,0,0.0,0.36519337
10,506,0,0.0,0.3632074
11,54,0,0.0,0.32753423
12,945,5,0.005291005291005291,0.37603095
13,250,2,0.008,0.3462065
14,383,0,0.0,0.34556067
15,354,0,0.0,0.36821398
16,237,0,0.0,0.37536532
