typ,positives,captured,capture_rate,mean_score
0,932,3,0.003218884120171674,0.37484348
1,1334,20,0.014992503748125937,0.37118042
2,345,29,0.08405797101449275,0.37259507
3,1870,0,0.0,0.36362058
4,394,6,0.015228426395939087,0.37973672
5,656,0,0.0,0.34853336
6,529,0,0.0,0.36264464
7,338,1,0.0029585798816568047,0.34792238
8,382,1,0.002617801047120419,0.345644
9,364,0,0.0,0.36540416
10,506,0,0.0,0.36321208
11,54,1,0.018518518518518517,0.3285197
12,945,5,0.005291005291005291,0.37558407
13,250,2,0.008,0.3461554
14,383,0,0.0,0.34514752
15,354,0,0.0,0.36840218
16,237,0,0.0,0.37527037
