typ,positives,captured,capture_rate,mean_score
0,932,3,0.003218884120171674,0.37416318
1,1334,29,0.021739130434782608,0.36857873
2,345,72,0.20869565217391303,0.3809075
3,1870,0,0.0,0.357171
4,394,52,0.1319796954314721,0.3867868
5,656,0,0.0,0.3480504
6,529,0,0.0,0.3639315
7,338,0,0.0,0.3460666
8,382,1,0.002617801047120419,0.34236145
9,364,0,0.0,0.36535352
10,506,1,0.001976284584980237,0.36069664
11,54,0,0.0,0.32398954
12,945,9,0.009523809523809525,0.37467232
13,250,0,0.0,0.3472347
14,383,0,0.0,0.34490258
15,354,0,0.0,0.36566323
16,237,0,0.0,0.37484694
