typ,positives,captured,capture_rate,mean_score
0,932,3,0.003218884120171674,0.3746845
1,1334,16,0.01199400299850075,0.3698157
2,345,24,0.06956521739130435,0.37167868
3,1870,0,0.0,0.36368635
4,394,6,0.015228426395939087,0.37865737
5,656,0,0.0,0.34879914
6,529,0,0.0,0.3623016
7,338,1,0.0029585798816568047,0.34792396
8,382,0,0.0,0.34584805
9,364,0,0.0,0.36510962
10,506,0,0.0,0.3632487
11,54,1,0.018518518518518517,0.32668558
12,945,5,0.005291005291005291,0.37589106
13,250,2,0.008,0.34639674
14,383,0,0.0,0.3462457
15,354,0,0.0,0.36812833
16,237,0,0.0,0.37530133
