typ,positives,captured,capture_rate,mean_score
0,932,2,0.002145922746781116,0.3747465
1,1334,18,0.013493253373313344,0.37112197
2,345,28,0.08115942028985507,0.37247884
3,1870,0,0.0,0.3636669
4,394,6,0.015228426395939087,0.37975323
5,656,0,0.0,0.34844488
6,529,0,0.0,0.36255682
7,338,1,0.0029585798816568047,0.34784234
8,382,0,0.0,0.34564218
9,364,0,0.0,0.365143
10,506,0,0.0,0.36319706
11,54,1,0.018518518518518517,0.32871875
12,945,5,0.005291005291005291,0.37563416
13,250,2,0.008,0.3467271
14,383,0,0.0,0.3454585
15,354,0,0.0,0.36810842
16,237,0,0.0,0.37528017
