window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.0007547855200880048,1.241860351181351,0.0,5,5,408,754449,0.0005407920217271148
2,0.02147154724088799,8.228944139247819,0.052000000000000005,5,5,391,207382,0.0018854095340964981
3,0.030588770519070337,12.639785293478354,0.06399999999999999,5,5,407,207430,0.0019621076989827894
4,0.018510852360866505,15.2148812805867,0.064,5,5,471,482650,0.0009758624261887496
5,0.04878477791726254,36.76075710299585,0.15999999999999998,5,5,531,482089,0.0011014563700893403
6,0.023975135153640147,20.968630023705863,0.08399999999999999,5,5,497,482751,0.001029516251649401
7,0.04192323066672133,32.990689670268914,0.128,5,5,539,482773,0.0011164667452405169
8,0.02529376249043646,25.713512618872148,0.092,5,5,514,654467,0.0007853719133279447
9,0.06704129037912843,30.4239425262073,0.136,5,5,442,208325,0.002121684867394696
