client,typology,onset,stagger,horizon_windows,positives,captured,capture_rate
0,2,5,1.0,1,15,2,0.13333333333333333
0,2,5,1.0,3,27,2,0.07407407407407407
0,2,5,1.0,-1,47,4,0.0851063829787234
4,2,7,2.0,1,18,1,0.05555555555555555
4,2,7,2.0,3,42,1,0.023809523809523808
4,2,7,2.0,-1,42,1,0.023809523809523808
