window,client,budget,precision,recall
1,0,10,0.0,0.0
1,0,25,0.0,0.0
1,0,50,0.0,0.0
1,0,100,0.0,0.0
1,0,200,0.0,0.0
1,1,10,0.0,0.0
1,1,25,0.0,0.0
1,1,50,0.0,0.0
1,1,100,0.0,0.0
1,1,200,0.0,0.0
1,2,10,0.0,0.0
1,2,25,0.0,0.0
1,2,50,0.0,0.0
1,2,100,0.0,0.0
1,2,200,0.0,0.0
1,3,10,0.1,0.05555555555555555
1,3,25,0.04,0.05555555555555555
1,3,50,0.04,0.1111111111111111
1,3,100,0.02,0.1111111111111111
1,3,200,0.01,0.1111111111111111
1,4,10,0.0,0.0
1,4,25,0.0,0.0
1,4,50,0.0,0.0
1,4,100,0.0,0.0
1,4,200,0.0,0.0
2,0,10,0.0,0.0
2,0,25,0.0,0.0
2,0,50,0.0,0.0
2,0,100,0.0,0.0
2,0,200,0.0,0.0
2,1,10,0.0,0.0
2,1,25,0.0,0.0
2,1,50,0.0,0.0
2,1,100,0.0,0.0
2,1,200,0.0,0.0
2,2,10,0.1,0.004545454545454545
2,2,25,0.04,0.004545454545454545
2,2,50,0.06,0.013636363636363636
2,2,100,0.03,0.013636363636363636
2,2,200,0.02,0.01818181818181818
2,3,10,0.0,0.0
2,3,25,0.0,0.0
2,3,50,0.0,0.0
2,3,100,0.01,0.0625
2,3,200,0.01,0.125
2,4,10,0.0,0.0
2,4,25,0.0,0.0
2,4,50,0.0,0.0
2,4,100,0.0,0.0
2,4,200,0.0,0.0
3,0,10,0.0,0.0
3,0,25,0.0,0.0
3,0,50,0.0,0.0
3,0,100,0.01,0.02702702702702703
3,0,200,0.005,0.02702702702702703
3,1,10,0.0,0.0
3,1,25,0.0,0.0
3,1,50,0.0,0.0
3,1,100,0.0,0.0
3,1,200,0.0,0.0
3,2,10,0.0,0.0
3,2,25,0.12,0.014354066985645933
3,2,50,0.08,0.019138755980861243
3,2,100,0.06,0.028708133971291867
3,2,200,0.07,0.06698564593301436
3,3,10,0.0,0.0
3,3,25,0.0,0.0
3,3,50,0.0,0.0
3,3,100,0.0,0.0
3,3,200,0.0,0.0
3,4,10,0.0,0.0
3,4,25,0.0,0.0
3,4,50,0.0,0.0
3,4,100,0.0,0.0
3,4,200,0.0,0.0
4,0,10,0.0,0.0
4,0,25,0.04,0.025
4,0,50,0.04,0.05
4,0,100,0.02,0.05
4,0,200,0.01,0.05
4,1,10,0.0,0.0
4,1,25,0.0,0.0
4,1,50,0.0,0.0
4,1,100,0.02,0.02197802197802198
4,1,200,0.01,0.02197802197802198
4,2,10,0.7,0.029914529914529916
4,2,25,0.44,0.04700854700854701
4,2,50,0.26,0.05555555555555555
4,2,100,0.25,0.10683760683760683
4,2,200,0.175,0.14957264957264957
4,3,10,0.1,0.038461538461538464
4,3,25,0.04,0.038461538461538464
4,3,50,0.04,0.07692307692307693
4,3,100,0.02,0.07692307692307693
4,3,200,0.01,0.07692307692307693
4,4,10,0.1,0.0125
4,4,25,0.12,0.0375
4,4,50,0.06,0.0375
4,4,100,0.05,0.0625
4,4,200,0.025,0.0625
5,0,10,0.0,0.0
5,0,25,0.04,0.015625
5,0,50,0.02,0.015625
5,0,100,0.01,0.015625
5,0,200,0.01,0.03125
5,1,10,0.0,0.0
5,1,25,0.04,0.009900990099009901
5,1,50,0.04,0.019801980198019802
5,1,100,0.02,0.019801980198019802
5,1,200,0.01,0.019801980198019802
5,2,10,0.9,0.03571428571428571
5,2,25,0.84,0.08333333333333333
5,2,50,0.64,0.12698412698412698
5,2,100,0.45,0.17857142857142858
5,2,200,0.295,0.23412698412698413
