window,client,auprc,ap_lift,p_at_budget,positives,transactions,prevalence
0,0,9.406830711627957e-05,1.9075453521960521,0.0,10,202783,4.931379849395659e-05
0,1,0.00026159518787765635,2.583750756840195,0.0,21,207415,0.00010124629366246414
0,2,0.0008605921770558961,0.9360362951917371,0.0,254,276267,0.0009194004350863476
0,3,0.00016577040434028725,3.5714238992688845,0.0,10,215444,4.641577393661462e-05
0,4,8.243866165307403e-05,0.6503860813349853,0.0,27,213012,0.00012675342234240325
1,0,0.00020369264878761302,1.8705241432915636,0.0,14,128563,0.00010889602762847787
1,1,0.000626755733071797,1.5215919865165761,0.0,55,133525,0.00041190788241902266
1,2,0.0014066941439579228,1.0946883446773958,0.0,271,210892,0.0012850179238662444
1,3,0.009509778988175597,74.67078461515479,0.04,18,141336,0.00012735608762098828
1,4,0.00022709478863201468,0.6364694803074022,0.0,50,140133,0.00035680389344408525
2,0,0.0020519457606614903,1.8065540932839212,0.0,39,34336,0.001135834109972041
2,1,0.003526387270678035,2.1945072784112583,0.0,58,36094,0.0016069152767773038
2,2,0.008176993180974076,2.199388156777091,0.06,220,59174,0.0037178490553283535
2,3,0.00313861166990067,7.746289764544223,0.0,16,39489,0.00040517612499683454
2,4,0.0011777881885657268,0.7775229646895364,0.0,58,38289,0.001514795372038967
3,0,0.0022742142056139886,2.14274003842998,0.0,37,34861,0.0010613579644875362
3,1,0.003978116043864972,1.8459988488165726,0.0,78,36195,0.0021549937836717777
3,2,0.023294129491660747,6.558021910475207,0.08,209,58840,0.0035520054384772263
3,3,0.0020472243436569374,3.4938108668357435,0.0,23,39252,0.0005859574034444105
3,4,0.0016463234260655174,1.0504092232773357,0.0,60,38282,0.001567316232171778
4,0,0.006207026800591968,12.43034704653549,0.04,40,80105,0.0004993446101991137
4,1,0.00478639319179816,4.417262341028495,0.0,91,83982,0.001083565525946036
4,2,0.0937253978296017,55.856331747561,0.26,234,139454,0.0016779726648213748
4,3,0.022204446650120068,76.98879465621823,0.04,26,90149,0.00028841140778045234
4,4,0.013996809924391201,15.564452635923015,0.06,80,88960,0.0008992805755395684
5,0,0.005203576856179402,6.4652816320261515,0.02,64,79518,0.0008048492165295908
5,1,0.006560562102271876,5.46111582362778,0.04,101,84074,0.0012013226443371315
5,2,0.19609500774515293,108.3347102312706,0.64,252,139220,0.001810084757937078
5,3,0.013459944074767074,35.573840428193215,0.04,34,89860,0.00037836634765190297
5,4,0.01803439981118126,20.157274098954936,0.12,80,89417,0.000894684455975933
6,0,0.0071565266729069835,9.567799059898443,0.02,60,80216,0.0007479804527775008
6,1,0.007854070089333174,7.943776817582425,0.0,83,83948,0.000988707294992138
6,2,0.05676233825099557,35.47900680320635,0.2,223,139385,0.0015998852100297736
6,3,0.007140294612860844,16.08369212283437,0.0,40,90101,0.0004439462381105648
6,4,0.019933203252550456,19.517234538521958,0.06,91,89101,0.0010213128921111997
7,0,0.007077821685683551,10.870172989654995,0.0,52,79862,0.0006511231874984348
7,1,0.01246013527534357,12.35136562388116,0.04,85,84258,0.0010088062854565739
7,2,0.10431247723141068,51.45860268642009,0.36,282,139114,0.002027114452894748
7,3,0.007476084166006089,21.816901744443253,0.02,31,90465,0.00034267396230586416
7,4,0.028091295948489945,28.11465275635723,0.06,89,89074,0.0009991692300783618
8,0,0.0031583856157647965,5.984766018157164,0.0,59,111798,0.000527737526610494
8,1,0.022628664133061235,32.40759943323007,0.06,81,116004,0.0006982517844212269
8,2,0.03910923827910256,26.06402356188147,0.18,274,182605,0.001500506557870814
8,3,0.004838318376206575,18.430817866912665,0.04,32,121899,0.00026251240781302555
8,4,0.010527039497192671,18.911671647302263,0.06,68,122161,0.0005566424636340567
9,0,0.023896878603401336,12.377869776902088,0.02,67,34704,0.0019306131857999079
9,1,0.05169546502316408,22.974851607794736,0.06,82,36443,0.002250089180363856
9,2,0.14367538742222805,42.81526545182396,0.28,198,59004,0.003355704697986577
9,3,0.007548799117886981,13.654405095327023,0.0,22,39794,0.0005528471628888777
9,4,0.04805611962296856,25.265669467527854,0.12,73,38380,0.0019020323084940074
