client,auprc,ap_lift,positives,transactions,prevalence
0,0.0011865117277364361,1.8236108478774706,432,663963,0.0006506386651063388
1,0.007353046307762609,7.152464679000295,714,694523,0.0010280437076957854
2,0.024020920959582824,12.52339542999077,2163,1127688,0.0019180837252857172
3,0.0028069220095212318,8.61034925271917,242,742345,0.0003259939785409749
4,0.006734429493504671,7.614336146448763,649,733797,0.0008844407922081992
