typ,positives,captured,capture_rate,mean_score
0,260,4,0.015384615384615385,0.35745066
1,229,6,0.026200873362445413,0.33759382
2,421,7,0.0166270783847981,0.3224259
3,444,4,0.009009009009009009,0.32838076
4,207,2,0.00966183574879227,0.34879234
5,137,3,0.021897810218978103,0.33340448
6,216,5,0.023148148148148147,0.37382808
7,397,10,0.02518891687657431,0.34197697
8,2211,180,0.0814111261872456,0.3674166
