typ,positives,captured,capture_rate,mean_score
0,260,0,0.0,0.42347056
1,229,1,0.004366812227074236,0.4290535
2,421,0,0.0,0.43000555
3,444,1,0.0022522522522522522,0.4203782
4,207,2,0.00966183574879227,0.43341488
5,137,0,0.0,0.42917567
6,216,0,0.0,0.442331
7,397,2,0.005037783375314861,0.43066013
8,2211,20,0.009045680687471733,0.44315818
