typ,positives,captured,capture_rate,mean_score
0,932,4,0.004291845493562232,0.4556434
1,1334,76,0.05697151424287856,0.4646826
2,345,1,0.002898550724637681,0.48370773
3,1870,2,0.0010695187165775401,0.4766453
4,394,0,0.0,0.4790254
5,656,5,0.007621951219512195,0.4583956
6,529,1,0.001890359168241966,0.47706386
7,338,3,0.008875739644970414,0.45368272
8,382,0,0.0,0.4551332
9,364,1,0.0027472527472527475,0.4837527
10,506,0,0.0,0.48339444
11,54,12,0.2222222222222222,0.46238494
12,945,13,0.013756613756613757,0.48257983
13,250,17,0.068,0.46862864
14,383,1,0.0026109660574412533,0.47224167
15,354,1,0.002824858757062147,0.45128712
16,237,8,0.03375527426160337,0.4789454
