typ,positives,captured,capture_rate,mean_score
0,932,8,0.008583690987124463,0.36611795
1,1334,31,0.023238380809595203,0.3253328
2,345,1,0.002898550724637681,0.38840646
3,1870,1,0.0005347593582887701,0.3552823
4,394,0,0.0,0.38679254
5,656,5,0.007621951219512195,0.3551782
6,529,1,0.001890359168241966,0.3858747
7,338,2,0.005917159763313609,0.34148684
8,382,1,0.002617801047120419,0.34796625
9,364,2,0.005494505494505495,0.3906429
10,506,0,0.0,0.3912652
11,54,12,0.2222222222222222,0.38161892
12,945,12,0.012698412698412698,0.38978586
13,250,20,0.08,0.385504
14,383,1,0.0026109660574412533,0.36848864
15,354,1,0.002824858757062147,0.36253947
16,237,5,0.02109704641350211,0.38405302
