window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.0008279378832258286,1.4092719574162127,0.0,5,5,274,500350,0.0005476166683321675
2,0.0014080743003584526,2.2347424134609666,0.004,5,5,307,507371,0.0006050799119382069
3,0.0020675555800000306,2.791066726443428,0.004,5,5,343,491120,0.0006984036488027366
4,0.003257035643858851,5.280766737745852,0.02,5,5,339,499555,0.0006786039575221947
5,0.019351782405314936,47.606142381356975,0.02,5,5,349,497188,0.000701947754169449
6,0.0021426137597570253,3.1295370425716085,0.0,5,5,377,505915,0.0007451844677465583
7,0.00513313269778055,5.80125049791482,0.0,5,5,490,547032,0.0008957428450255195
8,0.006971155909749865,9.739266302553395,0.02,5,5,428,526619,0.0008127317852185356
9,0.010330647432665999,8.673086262543753,0.016,5,5,685,495456,0.001382564748433766
10,0.010936055212357736,14.403976540345909,0.008,5,5,559,505268,0.0011063435642075096
11,0.008123562901860646,8.178021222225277,0.016,5,5,710,515363,0.0013776697201778165
12,0.013310970649713386,15.638388797430315,0.028000000000000004,5,5,664,498247,0.0013326723492564933
13,0.01803012733027495,24.49182205987443,0.04,5,5,526,506112,0.0010392956499747092
14,0.020719827532524167,16.11513082221598,0.04,5,5,793,500520,0.0015843522736354193
15,0.010832626951737102,10.190818734988197,0.028000000000000004,5,5,639,514369,0.0012422988166083105
16,0.018222750830599706,12.08193480599112,0.092,5,5,764,500757,0.0015256901051807564
17,0.012268954656468954,12.792701050551859,0.052000000000000005,5,5,589,491956,0.0011972615437152916
18,0.027758180659486476,15.15483336156333,0.088,5,5,726,413518,0.0017556672260941482
