window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.0008279378832258286,1.4092719574162127,0.0,5,5,274,500350,0.0005476166683321675
2,0.0014080743003584526,2.2347424134609666,0.004,5,5,307,507371,0.0006050799119382069
3,0.0020675555800000306,2.791066726443428,0.004,5,5,343,491120,0.0006984036488027366
4,0.006663890403632883,13.799698299657559,0.012,5,5,339,499555,0.0006786039575221947
5,0.0037176904929907342,6.968939720805214,0.008,5,5,349,497188,0.000701947754169449
6,0.0019275236105872483,2.869236862407077,0.0,5,5,377,505915,0.0007451844677465583
7,0.004158730697705946,4.724635565817717,0.0,5,5,490,547032,0.0008957428450255195
8,0.00576170425339521,7.960145563652093,0.008,5,5,428,526619,0.0008127317852185356
9,0.010052159272788961,7.8582173591398,0.008,5,5,685,495456,0.001382564748433766
10,0.010967307092269752,13.879724990033917,0.008,5,5,559,505268,0.0011063435642075096
11,0.007016102782271033,6.660045591936788,0.016,5,5,710,515363,0.0013776697201778165
12,0.012147833747140225,13.215038581651196,0.024,5,5,664,498247,0.0013326723492564933
13,0.018232978375205197,23.14265982010295,0.052000000000000005,5,5,526,506112,0.0010392956499747092
14,0.02829792370868638,17.593521009755925,0.12,5,5,793,500520,0.0015843522736354193
15,0.0127140927740482,11.89454995909636,0.036,5,5,639,514369,0.0012422988166083105
16,0.02026471523139764,12.099021970330423,0.11200000000000002,5,5,764,500757,0.0015256901051807564
17,0.016012279281205327,14.907273638506814,0.052000000000000005,5,5,589,491956,0.0011972615437152916
18,0.03172665173709682,16.312449575801168,0.11199999999999999,5,5,726,413518,0.0017556672260941482
