client,typology,onset,stagger,horizon_windows,positives,captured,capture_rate
2,1,9,1.0,1,33,0,0.0
2,1,9,1.0,3,60,0,0.0
2,1,9,1.0,-1,197,0,0.0
0,1,12,2.0,1,24,0,0.0
0,1,12,2.0,3,68,0,0.0
0,1,12,2.0,-1,183,0,0.0
