typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.36200193
1,1334,9,0.006746626686656672,0.35160115
2,345,52,0.15072463768115943,0.38326368
3,1870,2,0.0010695187165775401,0.3667236
4,394,45,0.11421319796954314,0.38665345
5,656,0,0.0,0.35631686
6,529,1,0.001890359168241966,0.3685756
7,338,0,0.0,0.3476244
8,382,1,0.002617801047120419,0.34521416
9,364,1,0.0027472527472527475,0.3684386
10,506,1,0.001976284584980237,0.37466767
11,54,1,0.018518518518518517,0.30629653
12,945,3,0.0031746031746031746,0.3712913
13,250,0,0.0,0.3385358
14,383,1,0.0026109660574412533,0.35392314
15,354,0,0.0,0.3719151
16,237,3,0.012658227848101266,0.37352443
