typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.3729573
1,1334,0,0.0,0.36040753
2,345,49,0.14202898550724638,0.3891564
3,1870,2,0.0010695187165775401,0.37865993
4,394,43,0.10913705583756345,0.38991764
5,656,0,0.0,0.36620978
6,529,1,0.001890359168241966,0.3753309
7,338,0,0.0,0.35115358
8,382,1,0.002617801047120419,0.34743133
9,364,1,0.0027472527472527475,0.37669328
10,506,1,0.001976284584980237,0.3972733
11,54,1,0.018518518518518517,0.31319645
12,945,3,0.0031746031746031746,0.37847897
13,250,0,0.0,0.34229225
14,383,1,0.0026109660574412533,0.35691872
15,354,0,0.0,0.38395673
16,237,3,0.012658227848101266,0.3996342
