window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.0008865887976330516,1.2181492199078119,0.0,5,5,354,500430,0.0007073916431868593
2,0.0016199826925713337,1.7726360309541924,0.004,5,5,527,507591,0.0010382374785998963
3,0.0023172903320621777,2.506543840664316,0.004,5,5,505,491282,0.001027922863039965
4,0.003397313937634424,5.143923799434947,0.02,5,5,459,499675,0.0009185970881072697
5,0.020209772975618667,47.966876495593155,0.024,5,5,545,497384,0.0010957328743988548
6,0.0026464570022037308,3.28485984919662,0.0,5,5,447,505985,0.0008834253979861063
7,0.007012209399840494,6.643179620314056,0.016,5,5,663,547205,0.0012116117360038742
8,0.015624434342959449,15.397892501327409,0.05600000000000001,5,5,515,526706,0.0009777750775574988
9,0.028377625130421812,18.98780935771563,0.072,5,5,549,495320,0.0011083743842364533
10,0.01861131210085004,20.172796229297298,0.08,5,5,433,505142,0.0008571847124174985
11,0.010708077190280918,10.999257490693,0.036,5,5,596,515249,0.001156722283789003
12,0.03994724756698094,43.098857900276094,0.12,5,5,541,498124,0.0010860749532244983
13,0.027237150630481998,38.361195705786976,0.08,5,5,384,505970,0.0007589382769729431
14,0.03966500879647402,26.503642470331307,0.12,5,5,639,500366,0.0012770651882821774
15,0.021279151404359112,24.22291225087974,0.05600000000000001,5,5,496,514226,0.0009645564401644413
16,0.02561081595014859,18.644052771241366,0.08399999999999999,5,5,620,500613,0.0012384816215320017
17,0.022062022769231148,26.877514750298058,0.072,5,5,450,491817,0.0009149744722122253
18,0.05634553466027801,29.505021043146815,0.14400000000000002,5,5,604,413396,0.0014610688056972008
