typ,positives,captured,capture_rate,mean_score
0,932,15,0.016094420600858368,0.38054842
1,1334,143,0.10719640179910045,0.41809824
2,345,0,0.0,0.39090925
3,1870,6,0.0032085561497326204,0.39397487
4,394,0,0.0,0.40702406
5,656,4,0.006097560975609756,0.3572217
6,529,3,0.005671077504725898,0.39322147
7,338,0,0.0,0.34959218
8,382,1,0.002617801047120419,0.36036626
9,364,2,0.005494505494505495,0.39170733
10,506,0,0.0,0.39661124
11,54,12,0.2222222222222222,0.367522
12,945,22,0.02328042328042328,0.39456883
13,250,30,0.12,0.3886473
14,383,2,0.005221932114882507,0.37361082
15,354,1,0.002824858757062147,0.36548015
16,237,7,0.029535864978902954,0.39518952
