client,auprc,ap_lift,positives,transactions,prevalence
0,0.0012517141338860786,1.2704674013650725,725,735862,0.0009852390801536157
1,0.0012411527920960946,1.2541470050456378,737,744716,0.0009896390033247574
2,0.0013449728552884666,1.341329168773,746,743979,0.0010027164745241466
3,0.0012825242920884426,1.1704501957604698,983,897100,0.0010957529818303423
4,0.0012346933647961415,1.0286978090744892,1009,840659,0.0012002488523884238
