window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.0005982837949137303,1.1930728385798786,0.0,5,5,408,754449,0.0005407920217271148
2,0.005053247666383546,2.5292353397511707,0.008,5,5,391,207382,0.0018854095340964981
3,0.009176297118037404,4.804888254719517,0.016,5,5,407,207430,0.0019621076989827894
4,0.003186759154448747,3.358459722108718,0.008,5,5,471,482650,0.0009758624261887496
5,0.011113146669818576,10.158612481159071,0.02,5,5,531,482089,0.0011014563700893403
6,0.008775016417320123,8.978639789650623,0.024,5,5,497,482751,0.001029516251649401
7,0.01354698406576647,12.505530975857402,0.012,5,5,539,482773,0.0011164667452405169
8,0.0031303542917290447,4.2302197021646695,0.0,5,5,514,654467,0.0007853719133279447
9,0.018009216584479546,8.45911028763884,0.008,5,5,442,208325,0.002121684867394696
