window,client,purity,nmi,ari,named_purity,named_nmi,named_ari,cosine_gap,confirmed_positives
1,0,0.6923076923076923,0.13226044756134867,-0.1794871794871795,0.75,0.15106563978903276,-0.3333333333333333,-0.058625757694244385,13
1,2,0.75,0.4396620447055341,0.005917159763313609,0.6666666666666666,0.2740175421212811,-0.5,0.013593792915344238,8
1,3,0.5,0.27901675404776566,-0.1358617378780605,0.375,0.0,0.0,-0.060849666595458984,14
1,4,0.75,0.2068761831554987,-0.08052131743786624,0.3333333333333333,0.21828195329282354,-0.13793103448275862,-0.037636756896972656,24
2,0,0.6216216216216216,0.10748802247810026,-0.07053182939334313,0.35714285714285715,0.0985651703867428,-0.09060402684563758,-0.027741551399230957,37
2,1,0.6388888888888888,0.1792626769995665,-0.09147152114061993,0.5384615384615384,0.40525133606055347,0.09060626249167222,-0.04067254066467285,36
2,2,0.5714285714285714,0.1429286489760269,-0.13054769338507777,0.5,0.14992520498527662,-0.15513126491646778,-0.01251232624053955,28
2,3,0.6779661016949152,0.22122954239141945,-0.13235014449777774,0.2631578947368421,0.0,0.0,-0.04018908739089966,59
2,4,0.6896551724137931,0.2639801744743675,0.045387988688398155,0.2777777777777778,0.16278851063464994,-0.04161248374512354,-0.04463517665863037,58
3,0,0.5945945945945946,0.13422963234496496,0.04671472185711405,0.3,0.017243954734002566,-0.03182705299504579,-0.015073835849761963,74
3,1,0.6307692307692307,0.16100572569301916,-0.13921368054568056,0.5,0.3001049819980329,0.07644504640879576,-0.036639273166656494,65
3,2,0.6056338028169014,0.1690442962208442,0.12275249574679244,0.2857142857142857,0.1301910125224647,-0.04867127421395892,-0.0211867094039917,71
3,3,0.656934306569343,0.1831027544824118,-0.2038763911796972,0.2765957446808511,0.0,0.0,-0.03275412321090698,137
3,4,0.6923076923076923,0.18160386756052677,0.010892453183681634,0.28125,0.06225689533276101,-0.004976253383690208,-0.03859877586364746,104
4,0,0.5275590551181102,0.13874008361681306,0.040631134278645197,0.3,0.058772030381979146,-0.009345263658530526,-0.008623301982879639,127
4,1,0.7156862745098039,0.3105315203349636,0.20492314791134394,0.48717948717948717,0.44307219102573253,0.30284272261252626,-0.012167811393737793,102
4,2,0.592,0.15920931754519743,0.06604964913354382,0.3137254901960784,0.1337549371344796,-0.01326608525823157,-0.014048099517822266,125
4,3,0.6507936507936508,0.16354089893912999,-0.13715365376939734,0.2727272727272727,0.06325140197624546,0.008907636430508943,-0.030665278434753418,189
4,4,0.6807228915662651,0.20461319764665814,0.02444569449097171,0.4107142857142857,0.09307461597577736,0.0974953392234741,-0.015193939208984375,166
5,0,0.5568181818181818,0.12011681215243482,0.003539918894789902,0.24358974358974358,0.03274695094452697,-0.0006512336036539485,-0.011931777000427246,176
5,1,0.6226415094339622,0.2392541265381179,0.14525374676589206,0.44285714285714284,0.3308321382546004,0.1936160094994499,-0.0064411163330078125,159
5,2,0.5882352941176471,0.09607770006575873,0.05866831331604221,0.32857142857142857,0.16885130093090794,0.04285001274480325,-0.015497386455535889,170
5,3,0.6332046332046332,0.17550617779230693,0.13401685832027835,0.2708333333333333,0.07831413809324232,0.026753125728042247,-0.025526225566864014,259
5,4,0.6593886462882096,0.17260929149257248,0.055815345025940113,0.3333333333333333,0.0866575053897435,0.003038259740735737,-0.014835715293884277,229
6,0,0.5217391304347826,0.09700641598202744,-0.0032665388059756797,0.2545454545454545,0.04980466527021415,0.0011934408888852768,-0.015006840229034424,230
6,1,0.5571428571428572,0.191162185849567,0.1354263994180968,0.36633663366336633,0.24424545494244357,0.11802434581912233,-0.006993651390075684,210
6,2,0.5813008130081301,0.10348479212178621,0.0971373119538695,0.32038834951456313,0.15137262589630557,0.05346023072952664,-0.010204970836639404,246
6,3,0.60790273556231,0.1599421217188671,0.12644188152370472,0.2248062015503876,0.04460439220513402,0.007595091281119307,-0.021333813667297363,329
6,4,0.6149068322981367,0.20312574941527575,0.11341866973668502,0.3533834586466165,0.11032027599265198,0.03949170049724952,-0.019414663314819336,322
7,0,0.4788273615635179,0.11102669560786015,0.05812749615558421,0.225,0.03862279140227977,0.0014795250770979743,-0.017484664916992188,307
7,1,0.5387323943661971,0.1527918075461726,0.11413529316392709,0.3006993006993007,0.1405195203507054,0.07527599736107166,-0.0011032819747924805,284
7,2,0.5769230769230769,0.11204626465192949,0.06992739300828545,0.2727272727272727,0.09119355095169582,0.03167734103348939,-0.01692873239517212,312
7,3,0.6013986013986014,0.1575699245026635,0.06420504193545026,0.23976608187134502,0.06739445004170455,0.00991414554374489,-0.02245539426803589,429
7,4,0.581986143187067,0.16143391588885234,0.04877335794777627,0.3125,0.05894285276107807,0.012241123701576753,-0.0161895751953125,433
8,0,0.4817708333333333,0.10634940193839972,0.07486732297923508,0.22,0.028880500035226565,0.0026442431251148626,-0.016930341720581055,384
8,1,0.5305555555555556,0.1283274011289963,0.11866259864424479,0.2677595628415301,0.09704322380326331,0.047280059525548465,-0.007020235061645508,360
8,2,0.5416666666666666,0.11691621315733984,0.06863261634873852,0.22994652406417113,0.06788474611468628,0.025520068584900076,-0.021923184394836426,408
8,3,0.5814393939393939,0.15334705692770037,0.08565462489884317,0.21266968325791855,0.04524581011061644,0.003753098425627319,-0.021474182605743408,528
8,4,0.5464895635673624,0.1503616784133918,0.04292346618540662,0.31620553359683795,0.059204668396456446,0.016723352841423417,-0.024094820022583008,527
9,0,0.4584221748400853,0.1077410426607859,-0.008412376334020782,0.20078740157480315,0.032924660818461154,-0.0007695173250163828,-0.019062697887420654,469
9,1,0.4988235294117647,0.11446373422231766,0.10073758532839326,0.24444444444444444,0.076516775827911,0.03399479012797898,-0.004833400249481201,425
9,2,0.5447154471544715,0.10641793742521145,0.06232417549908496,0.22321428571428573,0.05337828849358241,0.016098781237364523,-0.01749318838119507,492
9,3,0.5676100628930818,0.15395559958926866,0.07849081302952807,0.22545454545454546,0.045053223849126675,0.006080749083907467,-0.021800994873046875,636
9,4,0.531055900621118,0.14443743893221614,0.04521607156406311,0.3076923076923077,0.0633240067346092,0.02924754175568222,-0.015599191188812256,644
