client,auprc,ap_lift,positives,transactions,prevalence
0,0.0012484989832925101,1.2672040811635767,725,735862,0.0009852390801536157
1,0.001194001798914756,1.2065023659166911,737,744716,0.0009896390033247574
2,0.0013298203100724484,1.32621767354878,746,743979,0.0010027164745241466
3,0.0012298105551160848,1.1223428779192672,983,897100,0.0010957529818303423
4,0.0012385476165900262,1.031909019638211,1009,840659,0.0012002488523884238
