typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.36087203
1,1334,9,0.006746626686656672,0.3482174
2,345,50,0.14492753623188406,0.38199502
3,1870,2,0.0010695187165775401,0.3646574
4,394,40,0.10152284263959391,0.38514042
5,656,0,0.0,0.3567214
6,529,1,0.001890359168241966,0.36816618
7,338,0,0.0,0.3473086
8,382,1,0.002617801047120419,0.34509322
9,364,1,0.0027472527472527475,0.37040648
10,506,0,0.0,0.37474966
11,54,1,0.018518518518518517,0.3056118
12,945,4,0.004232804232804233,0.371197
13,250,0,0.0,0.34048232
14,383,1,0.0026109660574412533,0.3535834
15,354,0,0.0,0.37435585
16,237,3,0.012658227848101266,0.36849648
