typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.36189643
1,1334,10,0.0074962518740629685,0.3515386
2,345,52,0.15072463768115943,0.3830971
3,1870,2,0.0010695187165775401,0.36671862
4,394,47,0.11928934010152284,0.38660014
5,656,0,0.0,0.35648185
6,529,1,0.001890359168241966,0.36844543
7,338,0,0.0,0.34747347
8,382,1,0.002617801047120419,0.34517983
9,364,1,0.0027472527472527475,0.36862427
10,506,1,0.001976284584980237,0.37460285
11,54,1,0.018518518518518517,0.30618998
12,945,3,0.0031746031746031746,0.37120804
13,250,0,0.0,0.33886543
14,383,1,0.0026109660574412533,0.35407546
15,354,0,0.0,0.37199476
16,237,3,0.012658227848101266,0.37341976
