typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.36185095
1,1334,9,0.006746626686656672,0.3510402
2,345,52,0.15072463768115943,0.38290808
3,1870,2,0.0010695187165775401,0.36668855
4,394,44,0.1116751269035533,0.3864406
5,656,0,0.0,0.3564819
6,529,1,0.001890359168241966,0.3683962
7,338,0,0.0,0.34753522
8,382,1,0.002617801047120419,0.34541216
9,364,1,0.0027472527472527475,0.36856583
10,506,1,0.001976284584980237,0.3746049
11,54,1,0.018518518518518517,0.30592763
12,945,3,0.0031746031746031746,0.37111565
13,250,0,0.0,0.33850238
14,383,1,0.0026109660574412533,0.3539715
15,354,0,0.0,0.37211528
16,237,3,0.012658227848101266,0.37314957
