typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.39719445
1,1334,13,0.009745127436281859,0.396112
2,345,11,0.03188405797101449,0.41159588
3,1870,1,0.0005347593582887701,0.40367335
4,394,9,0.02284263959390863,0.41712257
5,656,0,0.0,0.37478483
6,529,0,0.0,0.4055926
7,338,0,0.0,0.373016
8,382,0,0.0,0.36640576
9,364,0,0.0,0.38590047
10,506,0,0.0,0.41128188
11,54,0,0.0,0.32512966
12,945,1,0.0010582010582010583,0.4054039
13,250,1,0.004,0.36449164
14,383,0,0.0,0.36096984
15,354,0,0.0,0.41338384
16,237,0,0.0,0.41889
