typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.41041332
1,1334,13,0.009745127436281859,0.40723485
2,345,13,0.03768115942028986,0.42507634
3,1870,1,0.0005347593582887701,0.42047155
4,394,9,0.02284263959390863,0.42981768
5,656,0,0.0,0.38654825
6,529,0,0.0,0.4222978
7,338,0,0.0,0.38485956
8,382,1,0.002617801047120419,0.37782148
9,364,0,0.0,0.39469135
10,506,0,0.0,0.43323502
11,54,0,0.0,0.33363497
12,945,0,0.0,0.42005736
13,250,1,0.004,0.375864
14,383,0,0.0,0.36682507
15,354,0,0.0,0.43412036
16,237,0,0.0,0.4404403
