client,typology,onset,stagger,horizon_windows,positives,captured,capture_rate
4,2,5,1.0,1,41,0,0.0
4,2,5,1.0,3,125,0,0.0
4,2,5,1.0,-1,195,0,0.0
2,2,7,2.0,1,10,0,0.0
2,2,7,2.0,3,19,1,0.05263157894736842
2,2,7,2.0,-1,19,1,0.05263157894736842
