client,auprc,ap_lift,positives,transactions,prevalence
0,0.0012697784100162428,1.1208052156299082,928,819125,0.0011329162215779032
1,0.0013703069023425912,1.3188870996030246,782,752656,0.0010389872664271593
2,0.0012674944543389635,1.2570279463481537,753,746782,0.0010083263924411676
3,0.001243813060718978,1.192845901091418,810,776809,0.0010427273628395139
4,0.0012569763350645281,1.158071933575848,941,866958,0.0010854043679163236
