typ,positives,captured,capture_rate,mean_score
0,932,14,0.015021459227467811,0.4799525
1,1334,206,0.15442278860569716,0.47988585
2,345,28,0.08115942028985507,0.47795498
3,1870,6,0.0032085561497326204,0.47443488
4,394,17,0.04314720812182741,0.47535095
5,656,1,0.001524390243902439,0.46288216
6,529,6,0.011342155009451797,0.46650076
7,338,1,0.0029585798816568047,0.47932836
8,382,0,0.0,0.4549767
9,364,2,0.005494505494505495,0.46748093
10,506,1,0.001976284584980237,0.4716824
11,54,3,0.05555555555555555,0.38887763
12,945,13,0.013756613756613757,0.4785519
13,250,1,0.004,0.4281159
14,383,7,0.018276762402088774,0.4608477
15,354,2,0.005649717514124294,0.4625706
16,237,9,0.0379746835443038,0.4926401
