window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.0026100758988627914,4.570308627998477,0.008,5,5,354,500430,0.0007073916431868593
2,0.0023167934769887863,2.807765541892155,0.008,5,5,527,507591,0.0010382374785998963
3,0.002361587723103736,2.797496040595312,0.004,5,5,505,491282,0.001027922863039965
4,0.006179767684016692,6.462436776355304,0.016,5,5,459,499675,0.0009185970881072697
5,0.0067911716589971905,9.735948823373189,0.02,5,5,545,497384,0.0010957328743988548
6,0.0032096451488964985,4.143643267193999,0.004,5,5,447,505985,0.0008834253979861063
7,0.006821006400069174,5.764132992712028,0.008,5,5,663,547205,0.0012116117360038742
8,0.014447488052387861,11.676757629546382,0.048,5,5,515,526706,0.0009777750775574988
9,0.05164093821263849,31.40867649693492,0.13999999999999999,5,5,549,495320,0.0011083743842364533
10,0.0109008006488433,12.934166101040253,0.027999999999999997,5,5,433,505142,0.0008571847124174985
11,0.01326181446842797,12.085940133742897,0.027999999999999997,5,5,596,515249,0.001156722283789003
12,0.04964664615532698,35.62123196244245,0.11600000000000002,5,5,541,498124,0.0010860749532244983
13,0.024988353665386744,27.539825462846522,0.06,5,5,384,505970,0.0007589382769729431
14,0.05531494767847833,34.70041343432627,0.13999999999999999,5,5,639,500366,0.0012770651882821774
15,0.025702077470968095,25.880040297968396,0.08,5,5,496,514226,0.0009645564401644413
16,0.07547212329047048,58.32790761248759,0.192,5,5,620,500613,0.0012384816215320017
17,0.028901919652187726,32.54957427233633,0.064,5,5,450,491817,0.0009149744722122253
18,0.051119375464870484,25.314147827382712,0.164,5,5,604,413396,0.0014610688056972008
