typ,positives,captured,capture_rate,mean_score
0,932,3,0.003218884120171674,0.37659258
1,1334,208,0.15592203898050974,0.3927849
2,345,16,0.0463768115942029,0.3855671
3,1870,5,0.00267379679144385,0.37721762
4,394,7,0.017766497461928935,0.3908672
5,656,5,0.007621951219512195,0.3648712
6,529,3,0.005671077504725898,0.37698296
7,338,1,0.0029585798816568047,0.36694822
8,382,2,0.005235602094240838,0.35255164
9,364,1,0.0027472527472527475,0.3783516
10,506,3,0.005928853754940711,0.38036874
11,54,3,0.05555555555555555,0.31948197
12,945,6,0.006349206349206349,0.38035387
13,250,4,0.016,0.35427606
14,383,7,0.018276762402088774,0.35979918
15,354,4,0.011299435028248588,0.37675622
16,237,6,0.02531645569620253,0.40244773
