typ,positives,captured,capture_rate,mean_score
0,932,7,0.0075107296137339056,0.43144095
1,1334,4,0.0029985007496251873,0.3803737
2,345,19,0.05507246376811594,0.43423373
3,1870,0,0.0,0.4218329
4,394,11,0.027918781725888325,0.43184793
5,656,0,0.0,0.41492727
6,529,1,0.001890359168241966,0.4312765
7,338,0,0.0,0.41304478
8,382,1,0.002617801047120419,0.40822458
9,364,3,0.008241758241758242,0.42915186
10,506,0,0.0,0.42855206
11,54,2,0.037037037037037035,0.37510476
12,945,6,0.006349206349206349,0.43760574
13,250,0,0.0,0.40263897
14,383,0,0.0,0.41340995
15,354,0,0.0,0.42235446
16,237,0,0.0,0.429889
