typ,positives,captured,capture_rate,mean_score
0,932,51,0.05472103004291846,0.57409906
1,1334,4,0.0029985007496251873,0.5295928
2,345,1,0.002898550724637681,0.55552524
3,1870,0,0.0,0.5570438
4,394,1,0.0025380710659898475,0.54771227
5,656,0,0.0,0.54906577
6,529,0,0.0,0.55159855
7,338,0,0.0,0.56344527
8,382,0,0.0,0.54532254
9,364,0,0.0,0.5539259
10,506,0,0.0,0.5522961
11,54,2,0.037037037037037035,0.4715779
12,945,45,0.047619047619047616,0.57032037
13,250,0,0.0,0.50491
14,383,0,0.0,0.55057114
15,354,0,0.0,0.54027396
16,237,0,0.0,0.55581886
