window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.0009333876215393338,1.4475522538800718,0.004,5,5,305,500381,0.0006095355339231505
2,0.0018595175000487823,2.359167456409045,0.008,5,5,417,507481,0.0008217056402111606
3,0.002363771488908934,2.9295291966399453,0.008,5,5,423,491200,0.000861156351791531
4,0.0016855156298075775,2.1485948363774074,0.004,5,5,408,499624,0.0008166140937985365
5,0.00135718282557475,1.4823258152072836,0.004,5,5,458,497297,0.0009209788114547242
6,0.000776118793478792,0.9762368909857019,0.0,5,5,403,505941,0.0007965355644235198
7,0.0020699988827175735,1.7526289649728775,0.004,5,5,633,547175,0.001156851098825787
8,0.0009623850215485519,1.0980790822940196,0.0,5,5,467,526658,0.0008867234524112422
9,0.001398967785408042,1.2483169704524784,0.004,5,5,560,495331,0.0011305571425975762
10,0.0010952064412672023,1.132815354799447,0.0,5,5,482,505191,0.000954094589966963
11,0.0034269556605857157,2.799334309287608,0.02,5,5,632,515285,0.001226505720135459
12,0.002515491590084947,1.9737895445895908,0.012,5,5,616,498199,0.0012364537062499123
13,0.0015138885301609005,1.8143267283652347,0.004,5,5,455,506041,0.0008991366312215809
14,0.0024975154865502676,1.7843408431989585,0.004,5,5,713,500440,0.0014247462233234753
15,0.005816640915248011,5.9716349568355955,0.02,5,5,572,514302,0.0011121870029671282
16,0.005841113768971955,5.088397156856915,0.008,5,5,686,500679,0.0013701393507616656
17,0.0074242226929532,7.33664407096623,0.016,5,5,527,491894,0.0010713690347920488
18,0.018594160261233575,13.701959379682512,0.05600000000000001,5,5,669,413461,0.0016180486188540153
