typ,positives,captured,capture_rate,mean_score
0,932,28,0.030042918454935622,0.50277
1,1334,5,0.0037481259370314842,0.45498323
2,345,15,0.043478260869565216,0.4948795
3,1870,0,0.0,0.48943838
4,394,17,0.04314720812182741,0.4897801
5,656,0,0.0,0.48199648
6,529,0,0.0,0.49143755
7,338,0,0.0,0.488245
8,382,0,0.0,0.47677353
9,364,1,0.0027472527472527475,0.49153882
10,506,0,0.0,0.49042407
11,54,2,0.037037037037037035,0.42334133
12,945,43,0.0455026455026455,0.50396305
13,250,0,0.0,0.45377448
14,383,0,0.0,0.48199058
15,354,0,0.0,0.48131418
16,237,0,0.0,0.49285394
