window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.007948249656789183,16.17410126853243,0.016,5,5,288,500364,0.0005755809770487086
2,0.0016772419774005822,2.6743661416135547,0.0,5,5,358,507422,0.0007055271549124792
3,0.0023560130962596397,3.445730884656291,0.0,5,5,372,491149,0.0007574076298638499
4,0.006043814864076331,9.517318321697955,0.008,5,5,370,499586,0.0007406132277525792
5,0.0076371085178003366,16.003324432955385,0.004,5,5,391,497230,0.0007863564145365324
6,0.0024863184665254627,3.3761581710632194,0.0,5,5,445,505983,0.0008794761879351678
7,0.005641307538606958,5.745567719076117,0.004,5,5,590,547132,0.0010783503797986592
8,0.004609126321718501,5.430255279323639,0.0,5,5,489,526680,0.0009284575074048759
9,0.014265644006865696,9.26579825492333,0.036000000000000004,5,5,627,495398,0.0012656490337062322
10,0.008780599283231078,9.50866593722509,0.0,5,5,530,505239,0.0010490084890517162
11,0.014557388098537396,15.111362612215748,0.02,5,5,680,515333,0.0013195351355337229
12,0.012989931960127174,12.021200089619942,0.028000000000000004,5,5,640,498223,0.0012845653452369721
13,0.038360906799134606,51.32153718004732,0.11200000000000002,5,5,470,506056,0.000928750968272286
14,0.08155483120128763,47.72202759332209,0.272,5,5,731,500458,0.0014606620335772431
15,0.0561201557375562,48.37164841830173,0.13999999999999999,5,5,593,514323,0.0011529719650880867
16,0.0877982335312698,61.14755143262099,0.2,5,5,711,500704,0.001420000639100147
17,0.0551470695828728,44.340102166930706,0.144,5,5,535,491902,0.0010876150127464414
18,0.08137476728744444,53.222977313384334,0.252,5,5,686,413478,0.0016590967354974146
