typ,positives,captured,capture_rate,mean_score
0,932,94,0.10085836909871244,0.38525575
1,1334,112,0.08395802098950525,0.33969876
2,345,22,0.06376811594202898,0.4036144
3,1870,37,0.019786096256684493,0.38157102
4,394,3,0.007614213197969543,0.39551294
5,656,7,0.010670731707317074,0.3686172
6,529,1,0.001890359168241966,0.39042413
7,338,1,0.0029585798816568047,0.36251226
8,382,6,0.015706806282722512,0.36028534
9,364,1,0.0027472527472527475,0.39476407
10,506,0,0.0,0.3984076
11,54,13,0.24074074074074073,0.39644793
12,945,34,0.03597883597883598,0.39123702
13,250,20,0.08,0.3892076
14,383,8,0.020887728459530026,0.36963037
15,354,1,0.002824858757062147,0.38256913
16,237,9,0.0379746835443038,0.38506642
