typ,positives,captured,capture_rate,mean_score
0,932,78,0.08369098712446352,0.37934348
1,1334,97,0.0727136431784108,0.3312403
2,345,22,0.06376811594202898,0.3975947
3,1870,19,0.010160427807486631,0.3777204
4,394,4,0.01015228426395939,0.39167294
5,656,6,0.009146341463414634,0.3642415
6,529,1,0.001890359168241966,0.38870087
7,338,1,0.0029585798816568047,0.3557264
8,382,5,0.013089005235602094,0.35801497
9,364,3,0.008241758241758242,0.3910672
10,506,0,0.0,0.39465672
11,54,14,0.25925925925925924,0.3866855
12,945,22,0.02328042328042328,0.3862198
13,250,22,0.088,0.38761327
14,383,8,0.020887728459530026,0.36406595
15,354,0,0.0,0.37584993
16,237,9,0.0379746835443038,0.386097
