client,typology,onset,stagger,horizon_windows,positives,captured,capture_rate
0,1,9,1.0,1,4,0,0.0
0,1,9,1.0,3,17,0,0.0
0,1,9,1.0,-1,79,0,0.0
4,1,12,2.0,1,10,0,0.0
4,1,12,2.0,3,12,0,0.0
4,1,12,2.0,-1,41,0,0.0
