typ,positives,captured,capture_rate,mean_score
0,932,6,0.006437768240343348,0.38788134
1,1334,87,0.06521739130434782,0.35744712
2,345,2,0.005797101449275362,0.40096992
3,1870,4,0.0021390374331550803,0.36410227
4,394,1,0.0025380710659898475,0.3757435
5,656,2,0.003048780487804878,0.3702234
6,529,2,0.003780718336483932,0.3757383
7,338,0,0.0,0.3511593
8,382,3,0.007853403141361256,0.33458552
9,364,1,0.0027472527472527475,0.3524375
10,506,5,0.009881422924901186,0.36873025
11,54,4,0.07407407407407407,0.35079446
12,945,6,0.006349206349206349,0.37778196
13,250,7,0.028,0.37071452
14,383,8,0.020887728459530026,0.37565076
15,354,2,0.005649717514124294,0.36697224
16,237,4,0.016877637130801686,0.384623
