window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.0015960477845175548,3.0482197836041607,0.004,5,5,301,500377,0.0006015464339887724
2,0.0013427810817616824,1.840957649994388,0.004,5,5,381,507445,0.0007508202859423189
3,0.0023212664695782285,3.3045280811607425,0.008,5,5,391,491168,0.0007960616326796534
4,0.00344761079421583,4.661343348801007,0.012,5,5,387,499603,0.0007746150443452101
5,0.005330165652763124,4.800906104957162,0.024,5,5,421,497260,0.0008466395849253912
6,0.002428232944459056,2.727358977109654,0.0,5,5,442,505980,0.0008735523143207242
7,0.006260807936169438,5.2523448991955615,0.008,5,5,635,547177,0.0011605019947841374
8,0.004691987900331902,5.213421935936147,0.008,5,5,518,526709,0.000983465253109402
9,0.009351444916207112,8.598470469575386,0.012,5,5,620,495391,0.001251536664977765
10,0.0062763732480203335,6.37501433890941,0.008,5,5,510,505219,0.001009463222879583
11,0.00699820509529595,6.025455224574889,0.004,5,5,656,515309,0.001273022594210464
12,0.008492596275510637,7.92630971039966,0.028000000000000004,5,5,613,498196,0.0012304394254470127
13,0.015316418503069123,15.955655204040031,0.064,5,5,444,506030,0.0008774183348813311
14,0.02923734204957489,17.51507912126294,0.092,5,5,701,500428,0.001400800914417259
15,0.020197673109436706,17.133337674350248,0.028000000000000004,5,5,560,514290,0.0010888798148904315
16,0.033968407424631135,21.915932090246283,0.07200000000000001,5,5,704,500697,0.0014060399802675071
17,0.01964258996050087,14.797691497304802,0.044,5,5,522,491889,0.0010612150302202327
18,0.05333429781007135,26.41926664251315,0.13599999999999998,5,5,672,413464,0.0016252926494205058
