typ,positives,captured,capture_rate,mean_score
0,932,5,0.00536480686695279,0.38866934
1,1334,60,0.044977511244377814,0.35002062
2,345,2,0.005797101449275362,0.4041151
3,1870,4,0.0021390374331550803,0.36535758
4,394,0,0.0,0.37461075
5,656,3,0.004573170731707317,0.37346277
6,529,2,0.003780718336483932,0.37900534
7,338,0,0.0,0.35535344
8,382,0,0.0,0.33552232
9,364,1,0.0027472527472527475,0.35480502
10,506,3,0.005928853754940711,0.36866054
11,54,2,0.037037037037037035,0.35723755
12,945,5,0.005291005291005291,0.38057014
13,250,7,0.028,0.37441298
14,383,8,0.020887728459530026,0.378449
15,354,2,0.005649717514124294,0.36733255
16,237,5,0.02109704641350211,0.38377187
