typ,positives,captured,capture_rate,mean_score
0,932,8,0.008583690987124463,0.48671967
1,1334,102,0.07646176911544228,0.48812893
2,345,1,0.002898550724637681,0.49896753
3,1870,1,0.0005347593582887701,0.4729326
4,394,0,0.0,0.46809196
5,656,1,0.001524390243902439,0.47719342
6,529,1,0.001890359168241966,0.46914783
7,338,0,0.0,0.4689819
8,382,0,0.0,0.44520608
9,364,1,0.0027472527472527475,0.44998303
10,506,3,0.005928853754940711,0.4653576
11,54,2,0.037037037037037035,0.43769398
12,945,7,0.007407407407407408,0.47749534
13,250,5,0.02,0.4569534
14,383,6,0.015665796344647518,0.48241943
15,354,2,0.005649717514124294,0.45951214
16,237,2,0.008438818565400843,0.48317194
