typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.37636164
1,1334,0,0.0,0.3357939
2,345,1,0.002898550724637681,0.3994321
3,1870,0,0.0,0.3791288
4,394,1,0.0025380710659898475,0.39344555
5,656,0,0.0,0.37044972
6,529,0,0.0,0.38860944
7,338,0,0.0,0.3630635
8,382,0,0.0,0.34434748
9,364,0,0.0,0.38635707
10,506,0,0.0,0.39892334
11,54,0,0.0,0.29461834
12,945,4,0.004232804232804233,0.38744456
13,250,0,0.0,0.347752
14,383,2,0.005221932114882507,0.3661212
15,354,0,0.0,0.3870137
16,237,0,0.0,0.39735442
