typ,positives,captured,capture_rate,mean_score
0,932,1,0.001072961373390558,0.4081069
1,1334,0,0.0,0.37732813
2,345,0,0.0,0.4374545
3,1870,0,0.0,0.4237276
4,394,0,0.0,0.42748865
5,656,0,0.0,0.41293964
6,529,1,0.001890359168241966,0.42421484
7,338,0,0.0,0.40192324
8,382,1,0.002617801047120419,0.36711872
9,364,0,0.0,0.41714776
10,506,0,0.0,0.4583863
11,54,0,0.0,0.3237345
12,945,15,0.015873015873015872,0.42539546
13,250,0,0.0,0.3786568
14,383,2,0.005221932114882507,0.38640162
15,354,0,0.0,0.43771026
16,237,0,0.0,0.45395526
