client,typology,onset,stagger,horizon_windows,positives,captured,capture_rate
4,1,9,1.0,1,31,0,0.0
4,1,9,1.0,3,82,0,0.0
4,1,9,1.0,-1,306,0,0.0
0,1,12,2.0,1,24,0,0.0
0,1,12,2.0,3,123,0,0.0
0,1,12,2.0,-1,273,0,0.0
